address,district,street,house_number,coords,area,full_price,weighted_price,lat,lon,is_correct,distr
Свердловская область;Екатеринбург;район Октябрьский;Лечебный мкр;пер. Загородный;д.5,Лечебный мкр,пер. Загородный,д.5,"56.809931,60.708848",62.5,2900000,46400,56.80993100000001,60.708848,1,Лечебный
Свердловская область;Екатеринбург;пос. Совхозный;район Ленинский;Предельная ул.;д.10Б,район Ленинский,Предельная ул.,д.10Б,"56.761506,60.569815",62.0,2900000,46774,56.761506,60.56981500000001,1,Совхозный пос.
Свердловская область;Екатеринбург;район Орджоникидзевский;просп. Космонавтов;д.81,район Орджоникидзевский,просп. Космонавтов,д.81,"56.917563,60.610257",58.3,2900000,49742,56.917563,60.610257,1,Уралмаш
Свердловская область;Екатеринбург;район Железнодорожный;Новая Сортировка мкр;ул. Софьи Перовской;д.117,Новая Сортировка мкр,ул. Софьи Перовской,д.117,"56.864054,60.556826",59.0,2900000,49152,56.864054,60.556826,1,Новая Сортировка
Свердловская область;Екатеринбург;район Чкаловский;Елизавет мкр;ул. Колхозников;д.78,Елизавет мкр,ул. Колхозников,д.78,"56.753503,60.620184",57.2,2900000,50699,56.753503,60.620184,1,Елизавет
Свердловская область;Екатеринбург;район Железнодорожный;Автомагистральная ул.;д.23,район Железнодорожный,Автомагистральная ул.,д.23,"56.870647,60.558110",59.0,2990000,50677,56.870647,60.55811,1,Новая Сортировка
Свердловская область;Екатеринбург;район Верх-Исетский;Ухтомская ул.;д.22,район Верх-Исетский,Ухтомская ул.,д.22,"56.817996,60.546711",56.0,2999000,53553,56.817996,60.546711,1,Юго-Западный
Свердловская область;Екатеринбург;район Чкаловский;Селькоровская ул.;д.102к1,район Чкаловский,Селькоровская ул.,д.102к1,"56.748494,60.606709",58.2,2950000,50687,56.748494,60.606709,1,Вторчермет
Свердловская область;Екатеринбург;район Железнодорожный;Конотопская ул.;д.5,район Железнодорожный,Конотопская ул.,д.5,"56.866298,60.575951",56.8,2990000,52640,56.866298,60.575951,1,Завокзальный
Свердловская область;Екатеринбург;район Верх-Исетский;ул. Евгения Савкова;д.35/2,район Верх-Исетский,ул. Евгения Савкова,д.35/2,"56.788505,60.488392",45.0,2950000,65555,56.78850500000001,60.48839200000001,1,Широкая Речка
Свердловская область;Екатеринбург;район Верх-Исетский;Ухтомская ул.;д.22,район Верх-Исетский,Ухтомская ул.,д.22,"56.817996,60.546711",55.0,2950000,53636,56.817996,60.546711,1,Юго-Западный
Свердловская область;Екатеринбург;район Чкаловский;Вторчермет мкр;ул. Палисадная;д.12,Вторчермет мкр,ул. Палисадная,д.12,"56.773494,60.593127",59.0,2950000,50000,56.77349399999999,60.593127,1,Вторчермет
Свердловская область;Екатеринбург;район Октябрьский;Компрессорный мкр;ул. Белоярская;д.22,Компрессорный мкр,ул. Белоярская,д.22,"56.793578,60.775134",57.9,2970000,51295,56.793578,60.775134,1,Компрессорный
Свердловская область;Екатеринбург;район Железнодорожный;Новая Сортировка мкр,Екатеринбург,Софьи Перовской ул., Д 117,"56.864342,60.556740",64.0,2990000,46718,56.86434200000001,60.55674000000001,1,Новая Сортировка
Свердловская область;Екатеринбург;район Железнодорожный;Старая Сортировка мкр;ул. Маневровая;д.12,Старая Сортировка мкр,ул. Маневровая,д.12,"56.871576,60.515494",58.0,2980000,51379,56.871576,60.515494,1,Старая Сортировка
Свердловская область;Екатеринбург;район Чкаловский;ул. Прониной;д.121,район Чкаловский,ул. Прониной,д.121,"56.772788,60.663932",115.6,5000000,43252,56.772788,60.663932,1,Уктус
Свердловская область;Екатеринбург;район Ленинский;ул. Радищева;д.31,район Ленинский,ул. Радищева,д.31,"56.829231,60.591501",142.0,14900000,104929,56.82923100000001,60.591501,1,Центр
Свердловская область;Екатеринбург;район Чкаловский;Химмаш мкр;ул. Инженерная;д.15,Химмаш мкр,ул. Инженерная,д.15,"56.749387,60.709225",77.7,2900000,37323,56.749387,60.709225,1,Химмаш
Свердловская область;Екатеринбург;район Орджоникидзевский;ул. Уральских Рабочих;д.8,район Орджоникидзевский,ул. Уральских Рабочих,д.8,"56.892694,60.609754",71.4,3849000,53907,56.89269399999999,60.609754,1,Уралмаш
Свердловская область;Екатеринбург;район Чкаловский;Химмаш мкр;ул. Грибоедова;д.21,Химмаш мкр,ул. Грибоедова,д.21,"56.754584,60.701302",84.1,4000000,47562,56.754584,60.701302,1,Химмаш
